LG,TEAM,FName,LName,POS1,G, OPS , SLG , AVG , OBP ,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SB%, ERA ,GS,W,L,PCT,CG,SV, IP ,HA,RA,ER,BBA,SOA,GP,HRA,ShO, FPCT1 ,G1,GS1,TC1,INN1,PO1,A1,E1,DP1, POS2 , FPCT2 , G2 , GS2 , TC2 , INN2 , PO2 , A2 , E2 , DP2 ,Year,TEAM LG,ID,BATS,THROWS
N,PHI,Ryan,Madson,P ,49, -   , -   , -   , -   ,3,0,0,0,0,0,0,0,2,0,0,, 2.34 ,1,9,3, 0.750 ,0,1, 77.0 ,68,23,20,19,55,52,6,0, 1.000 ,52,1,11,77,7,4,0,0,,,,,,,,,,,2004,PHI N,MadsonRyan,,
N,MIL,Chris,Magruder,OF,56, 0.692 , 0.393 , 0.236 , 0.299 ,89,11,21,6,1,2,10,8,21,0,1,0.0%,,,,,  ,,,,,,,,,,,, 1.000 ,26,13,33,146,32,1,0,0,,,,,,,,,,,2004,MIL N,MagruderChris,,
A,TEX,Ron,Mahay,P ,4, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 2.55 ,0,3,0, 1.000 ,0,0, 67.0 ,60,23,19,29,54,60,5,0, 1.000 ,60,0,12,67,3,9,0,1,,,,,,,,,,,2004,TEX A,MahayRon,,
A,BAL,John,Maine,P ,,,,,,,,,,,,,,,,,, 11.25 ,1,0,1, -   ,0,0, 3.2 ,7,4,4,3,1,1,1,0, 1.000 ,1,1,1,3,1,0,0,1,,,,,,,,,,,2004,BAL A,MaineJohn,,
N,MON,Gary,Majewski,P ,16, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,2,0,0,, 3.86 ,0,0,1, -   ,0,1, 21.0 ,28,15,9,5,12,16,2,0, 0.500 ,16,0,2,21,1,0,1,0,,,,,,,,,,,2004,MON N,MajewskiGary,,
A,BAL,Val,Majewski,OF,9, 0.385 , 0.231 , 0.154 , 0.154 ,13,3,2,1,0,0,1,0,1,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,4,3,11,25,11,0,0,0,,,,,,,,,,,2004,BAL A,MajewskiVal,,
A,BOS,Mark,Malaska,P ,1,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.50 ,0,1,1, 0.500 ,0,0, 20.0 ,21,11,10,12,12,19,2,0, 0.875 ,19,0,8,20,1,6,1,0,,,,,,,,,,,2004,BOS A,MalaskaMark,,
N,ARI,Matt,Mantei,P ,12,,,,,0,0,0,0,0,0,0,0,0,0,0,, 12.35 ,0,0,3, -   ,0,4, 10.2 ,17,15,14,6,13,12,5,0, 1.000 ,12,0,3,10,1,2,0,0,,,,,,,,,,,2004,ARI N,ManteiMatt,,
N,FLA,Josías,Manzanillo,P ,25, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,1,0,0,, 6.17 ,0,3,3, 0.500 ,0,1, 32.1 ,38,24,22,15,27,26,6,0, 1.000 ,26,0,12,32,4,8,0,0,,,,,,,,,,,2004,FLA N,ManzanilloJosías,,
A,DET,Mike,Maroth,P ,2, -   , -   , -   , -   ,4,0,0,0,0,0,1,0,3,0,0,, 4.31 ,33,11,13, 0.458 ,2,0, 217.0 ,244,112,104,59,108,33,25,1, 1.000 ,33,33,48,217,11,37,0,5,,,,,,,,,,,2004,DET A,MarothMike,,
N,STL,Jason,Marquis,P ,34, 0.676 , 0.375 , 0.292 , 0.301 ,72,6,21,6,0,0,9,1,17,1,0,100.0%, 3.71 ,32,15,7, 0.682 ,0,0, 201.1 ,215,90,83,70,138,32,26,0, 0.945 ,32,32,55,201,21,31,3,1,,,,,,,,,,,2004,STL N,MarquisJason,,
N,ATL,Eli,Marrero,OF,90, 0.897 , 0.520 , 0.320 , 0.377 ,250,37,80,18,1,10,40,23,50,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.992 ,76,60,128,555,121,6,1,1,,,,,,,,,,,2004,ATL N,MarreroEli,,
A,NY,Sam,Marsonek,P ,,,,,,,,,,,,,,,,,, -   ,0,0,0,,0,0, 1.1 ,2,0,0,0,0,1,0,0, -   ,1,0,0,1,0,0,0,0,,,,,,,,,,,2004,NY A,MarsonekSam,,
A,CHI,Damaso,Marte,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.44 ,0,6,5, 0.545 ,0,6, 73.2 ,56,28,28,34,68,74,10,0, 1.000 ,74,0,8,73,4,4,0,1,,,,,,,,,,,2004,CHI A,MarteDamaso,,
A,BOS,Anastacio,Martinez,P ,2,,,,,0,0,0,0,0,0,0,0,0,0,0,, 8.82 ,0,2,1, 0.667 ,0,0, 10.2 ,13,10,10,6,5,11,2,0, 1.000 ,11,0,1,10,1,0,0,0,,,,,,,,,,,2004,BOS A,MartinezAnastacio,,
A,SEA,Édgar,Martínez,,141, 0.727 , 0.385 , 0.263 , 0.342 ,486,45,128,23,0,12,63,58,107,1,0,100.0%,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,SEA A,MartínezÉdgar,,
A,BOS,Pedro,Martínez,P ,1, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,1,0,0,, 3.90 ,33,16,9, 0.640 ,1,0, 217.0 ,193,99,94,61,227,33,26,1, 0.970 ,33,33,33,217,16,16,1,0,,,,,,,,,,,2004,BOS A,MartínezPedro,,
A,BOS,Sandy,Martínez,C ,4, -   , -   , -   , -   ,6,0,0,0,0,0,0,0,3,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,4,1,14,18,13,1,0,0,,,,,,,,,,,2004,BOS A,MartínezSandy,,
A,TB,Tino,Martínez,1B,138, 0.816 , 0.461 , 0.262 , 0.355 ,458,63,120,20,1,23,76,66,72,3,1,75.0%,,,,,  ,,,,,,,,,,,, 0.997 ,114,110,946,959,876,67,3,85,,,,,,,,,,,2004,TB A,MartínezTino,,
A,CLE,Víctor,Martínez,C ,141, 0.849 , 0.492 , 0.283 , 0.357 ,520,77,147,38,1,23,108,60,69,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.994 ,132,124,932,1108,865,61,6,11,,,,,,,,,,,2004,CLE A,MartínezVíctor,,
N,LA,Tom,Martin,P ,73,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.99 ,0,0,2, -   ,0,1, 45.1 ,49,20,20,19,30,76,7,0, 1.000 ,76,0,8,45,1,7,0,1,,,,,,,,,,,2004,LA N,MartinTom,,
N,MON,Henry,Mateo,2B,40, 0.607 , 0.318 , 0.273 , 0.289 ,44,3,12,2,0,0,0,1,9,2,3,40.0%,,,,,  ,,,,,,,,,,,, 0.882 ,10,1,34,41,13,17,4,3,,,,,,,,,,,2004,MON N,MateoHenry,,
A,SEA,Julio,Mateo,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.72 ,0,1,2, 0.333 ,0,1, 57.2 ,56,30,30,16,43,45,11,0, 0.571 ,45,0,7,57,3,1,3,1,,,,,,,,,,,2004,SEA A,MateoJulio,,
A,KC,Rubén,Mateo,OF,51, 0.611 , 0.357 , 0.206 , 0.254 ,126,13,26,4,3,3,14,8,26,1,1,50.0%,,,,,  ,,,,,,,,,,,, 0.986 ,42,32,71,283,65,5,1,2,,,,,,,,,,,2004,KC A,MateoRubén,,
N,STL,Mike,Matheny,C ,122, 0.637 , 0.348 , 0.247 , 0.289 ,385,28,95,22,1,5,50,23,83,0,2,0.0%,,,,,  ,,,,,,,,,,,, 0.999 ,123,110,802,978,743,58,1,10,,,,,,,,,,,2004,STL N,MathenyMike,,
A,BAL,Luis,Matos,OF,89, 0.600 , 0.333 , 0.224 , 0.266 ,330,36,74,18,0,6,28,19,60,12,4,75.0%,,,,,  ,,,,,,,,,,,, 0.996 ,89,85,224,781,220,3,1,1,,,,,,,,,,,2004,BAL A,MatosLuis,,
A,NY,Hideki,Matsui,OF,162, 0.912 , 0.522 , 0.298 , 0.390 ,584,109,174,34,2,31,108,88,103,3,0,100.0%,,,,,  ,,,,,,,,,,,, 0.978 ,163,160,322,1403,307,8,7,2,,,,,,,,,,,2004,NY A,MatsuiHideki,,
N,NY,Kazuo,Matsui,SS,114, 0.726 , 0.396 , 0.272 , 0.330 ,460,65,125,32,2,7,44,40,97,14,3,82.4%,,,,,  ,,,,,,,,,,,, 0.955 ,113,111,533,965,178,331,24,68,,,,,,,,,,,2004,NY N,MatsuiKazuo,,
A,TEX,Gary,Matthews Jr.,OF,87, 0.812 , 0.461 , 0.275 , 0.351 ,280,37,77,17,1,11,36,33,64,5,1,83.3%,,,,,  ,,,,,,,,,,,, 0.990 ,99,77,205,709,195,8,2,1,,,,,,,,,,,2004,TEX A,Matthews Jr.Gary,,
N,CIN,Mike,Matthews,P ,31,,,,,0,0,0,0,0,0,0,0,0,0,0,, 6.30 ,0,2,1, 0.667 ,0,0, 30.0 ,31,22,21,16,15,35,7,0, 0.500 ,35,0,2,30,1,0,1,0,,,,,,,,,,,2004,CIN N,MatthewsMike,,
A,MIN,Joe,Mauer,C ,35, 0.943 , 0.570 , 0.308 , 0.373 ,107,18,33,8,1,6,17,11,14,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.991 ,32,29,224,257,212,10,2,0,,,,,,,,,,,2004,MIN A,MauerJoe,,
A,TOR,Dave,Maurer,P ,,,,,,,,,,,,,,,,,, 65.45 ,0,0,0,,0,0, 1.1 ,6,8,8,5,1,3,1,0, 1.000 ,3,0,1,1,0,1,0,0,,,,,,,,,,,2004,TOR A,MaurerDave,,
A,KC,Darrell,May,P ,2, -   , -   , -   , -   ,4,0,0,0,0,0,0,0,1,0,0,, 5.61 ,31,9,19, 0.321 ,3,0, 186.0 ,234,130,116,55,120,31,38,1, 1.000 ,31,31,20,186,8,12,0,0,,,,,,,,,,,2004,KC A,MayDarrell,,
N,LA,Brent,Mayne,C ,83, 0.581 , 0.263 , 0.221 , 0.318 ,190,14,42,6,1,0,15,27,41,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.995 ,78,60,440,531,408,30,2,2,,,,,,,,,,,2004,LA N,MayneBrent,,
A,BOS,Dave,McCarty,1B,89, 0.725 , 0.404 , 0.258 , 0.321 ,151,24,39,8,1,4,17,14,40,1,0,100.0%, 2.81 ,0,0,0,,0,0, 3.2 ,2,1,1,1,4,3,0,0, 0.991 ,87,31,335,359,300,32,3,24,,,,,,,,,,,2004,BOS A,McCartyDave,,
N,ATL,Sam,McConnell,P ,8, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 3.96 ,0,1,0, 1.000 ,0,0, 9.1 ,11,4,4,4,4,10,0,0, 1.000 ,10,0,1,9,0,1,0,0,,,,,,,,,,,2004,ATL N,McConnellSam,,
N,ARI,Quinton,McCracken,OF,74, 0.711 , 0.381 , 0.273 , 0.330 ,176,26,48,11,1,2,13,15,27,3,5,37.5%,,,,,  ,,,,,,,,,,,, 0.983 ,48,41,60,355,56,3,1,0,,,,,,,,,,,2004,ARI N,McCrackenQuinton,,
A,BAL,Darnell,McDonald,OF,17, 0.393 , 0.188 , 0.156 , 0.206 ,32,3,5,1,0,0,1,2,6,1,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,13,9,21,85,21,0,0,0,,,,,,,,,,,2004,BAL A,McDonaldDarnell,,
A,CLE,John,McDonald,3B,66, 0.581 , 0.344 , 0.204 , 0.237 ,93,17,19,5,1,2,7,4,11,0,0,,,,,,  ,,,,,,,,,,,, 0.965 ,51,20,141,239,36,100,5,21,,,,,,,,,,,2004,CLE A,McDonaldJohn,,
N,NY,Joe,McEwing,2B,75, 0.611 , 0.312 , 0.254 , 0.299 ,138,17,35,3,1,1,16,9,32,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.986 ,74,32,207,345,112,92,3,17,,,,,,,,,,,2004,NY N,McEwingJoe,,
A,TB,Fred,McGriff,1B,27, 0.577 , 0.306 , 0.181 , 0.272 ,72,7,13,3,0,2,7,9,19,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,6,6,56,52,53,3,0,5,,,,,,,,,,,2004,TB A,McGriffFred,,
N,STL,Cody,McKay,P ,35, 0.507 , 0.257 , 0.230 , 0.250 ,74,7,17,2,0,0,6,2,14,0,0,, -   ,0,0,0,,0,0, 2.0 ,0,0,0,1,0,1,0,0, 0.989 ,27,13,94,152,79,14,1,1,,,,,,,,,,,2004,STL N,McKayCody,,
N,SD,Marty,McLeary,P ,3,,,,,0,0,0,0,0,0,0,0,0,0,0,, 16.88 ,0,0,0,,0,0, 3.2 ,7,6,6,2,4,3,2,0, 1.000 ,3,0,1,3,0,1,0,0,,,,,,,,,,,2004,SD N,McLearyMarty,,
A,OAK,Mark,McLemore,2B,77, 0.682 , 0.328 , 0.248 , 0.354 ,250,29,62,14,0,2,21,41,33,0,2,0.0%,,,,,  ,,,,,,,,,,,, 0.977 ,75,68,306,580,130,169,7,39,,,,,,,,,,,2004,OAK A,McLemoreMark,,
A,OAK,Billy,McMillon,OF,52, 0.576 , 0.326 , 0.185 , 0.250 ,92,10,17,4,0,3,11,8,22,0,1,0.0%,,,,,  ,,,,,,,,,,,, 1.000 ,24,13,28,133,27,1,0,1,,,,,,,,,,,2004,OAK A,McMillonBilly,,
A,ANA,Dallas,McPherson,3B,16, 0.754 , 0.475 , 0.225 , 0.279 ,40,5,9,1,0,3,6,3,17,1,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,14,11,31,93,9,22,0,1,,,,,,,,,,,2004,ANA A,McPhersonDallas,,
N,PIT,Brian,Meadows,P ,65, 0.250 , -   , -   , 0.250 ,3,0,0,0,0,0,1,1,3,0,0,, 3.58 ,0,2,4, 0.333 ,0,1, 78.0 ,76,40,31,19,46,68,7,0, 0.944 ,68,0,18,78,4,13,1,0,,,,,,,,,,,2004,PIT N,MeadowsBrian,,
A,SEA,Gil,Meche,P ,,,,,,,,,,,,,,,,,, 5.02 ,23,7,7, 0.500 ,1,0, 127.2 ,139,73,71,47,99,23,21,1, 0.923 ,23,23,13,127,5,7,1,0,,,,,,,,,,,2004,SEA A,MecheGil,,
A,OAK,Jim,Mecir,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.62 ,0,0,5, -   ,0,2, 47.2 ,45,21,19,19,49,65,5,0, 1.000 ,65,0,4,47,1,3,0,0,,,,,,,,,,,2004,OAK A,MecirJim,,
A,OAK,Adam,Melhuse,C ,69, 0.771 , 0.463 , 0.257 , 0.309 ,214,23,55,11,0,11,31,16,47,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.992 ,68,53,385,513,361,21,3,2,,,,,,,,,,,2004,OAK A,MelhuseAdam,,
A,TEX,Kevin,Mench,OF,125, 0.868 , 0.539 , 0.279 , 0.329 ,438,69,122,30,3,26,71,33,63,0,0,,,,,,  ,,,,,,,,,,,, 0.995 ,120,102,221,900,213,7,1,3,,,,,,,,,,,2004,TEX A,MenchKevin,,
A,BOS,Ramiro,Mendoza,P ,,,,,,,,,,,,,,,,,, 3.58 ,0,2,1, 0.667 ,0,0, 30.2 ,25,12,12,7,13,27,3,0, 1.000 ,27,0,9,30,4,5,0,0,,,,,,,,,,,2004,BOS A,MendozaRamiro,,
A,TOR,Frank,Menechino,SS,84, 0.816 , 0.454 , 0.275 , 0.363 ,269,40,74,13,4,9,26,37,52,0,2,0.0%, -   ,0,0,0,,0,0, 0.1 ,2,0,0,0,0,1,0,0, 0.995 ,52,47,197,405,84,112,1,24,, 0.978 , 12.000 , 9.000 , 46.000 , 85.000 , 16.000 , 29.000 , 1.000 , 2.000 ,2004,TOR A,MenechinoFrank,,
N,CHI,Kent,Mercker,P ,66, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,0,0,0,, 2.55 ,0,3,1, 0.750 ,0,0, 53.0 ,39,15,15,27,51,71,4,0, 1.000 ,71,0,5,53,1,4,0,0,,,,,,,,,,,2004,CHI N,MerckerKent,,
A,CLE,Lou,Merloni,1B,71, 0.765 , 0.426 , 0.289 , 0.338 ,190,25,55,12,1,4,28,14,41,1,2,33.3%,,,,,  ,,,,,,,,,,,, 0.989 ,63,52,353,438,297,52,4,22,,,,,,,,,,,2004,CLE A,MerloniLou,,
N,PIT,José,Mesa,P ,68,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.26 ,0,5,2, 0.714 ,0,43, 69.1 ,78,26,25,20,37,70,6,0, 1.000 ,70,0,15,69,4,11,0,1,,,,,,,,,,,2004,PIT N,MesaJosé,,
N,ATL,Dan,Meyer,P ,2,,,,,0,0,0,0,0,0,0,0,0,0,0,, -   ,0,0,0,,0,0, 2.0 ,2,0,0,1,1,2,0,0,,2,0,0,2,0,0,0,0,,,,,,,,,,,2004,ATL N,MeyerDan,,
N,HOU,Dan,Miceli,P ,72, 1.000 , 0.500 , 0.500 , 0.500 ,2,0,1,0,0,0,0,0,1,0,0,, 3.61 ,0,6,6, 0.500 ,0,2, 77.2 ,74,34,31,27,83,74,10,0, 1.000 ,74,0,15,77,5,10,0,1,,,,,,,,,,,2004,HOU N,MiceliDan,,
N,PHI,Jason,Michaels,OF,115, 0.778 , 0.415 , 0.274 , 0.364 ,299,44,82,12,0,10,40,42,80,2,2,50.0%,,,,,  ,,,,,,,,,,,, 0.983 ,95,68,174,617,166,5,3,2,,,,,,,,,,,2004,PHI N,MichaelsJason,,
A,MIN,Doug,Mientkiewicz,1B,127, 0.672 , 0.350 , 0.238 , 0.321 ,391,47,93,24,1,6,35,48,56,2,3,40.0%,,,,,  ,,,,,,,,,,,, 0.995 ,125,100,995,947,926,64,5,76,,,,,,,,,,,2004,MIN A,MientkiewiczDoug,,
N,COL,Aaron,Miles,2B,134, 0.698 , 0.368 , 0.293 , 0.330 ,522,75,153,15,3,6,47,29,53,12,7,63.2%,,,,,  ,,,,,,,,,,,, 0.984 ,128,116,636,1029,273,353,10,70,,,,,,,,,,,2004,COL N,MilesAaron,,
A,BOS,Kevin,Millar,1B,150, 0.843 , 0.474 , 0.297 , 0.368 ,508,74,151,36,0,18,74,57,91,1,1,50.0%,,,,,  ,,,,,,,,,,,, 0.986 ,144,132,655,1053,587,59,9,45,,,,,,,,,,,2004,BOS A,MillarKevin,,
N,CIN,Corky,Miller,C ,13, 0.181 , 0.026 , 0.026 , 0.156 ,39,2,1,0,0,0,3,6,12,0,0,,,,,,  ,,,,,,,,,,,, 0.989 ,12,12,90,104,84,5,1,1,,,,,,,,,,,2004,CIN N,MillerCorky,,
A,OAK,Damian,Miller,C ,110, 0.740 , 0.403 , 0.272 , 0.337 ,397,39,108,25,0,9,58,39,87,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.999 ,109,109,751,963,701,49,1,4,,,,,,,,,,,2004,OAK A,MillerDamian,,
A,TOR,Justin,Miller,P ,,,,,,,,,,,,,,,,,, 6.10 ,15,3,4, 0.429 ,0,0, 81.2 ,101,58,55,42,47,19,14,0, 0.941 ,19,15,17,81,9,7,1,1,,,,,,,,,,,2004,TOR A,MillerJustin,,
A,CLE,Matt,Miller,P ,3,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.10 ,0,4,1, 0.800 ,0,1, 55.1 ,42,22,19,23,55,57,1,0, 0.909 ,57,0,11,55,1,9,1,0,,,,,,,,,,,2004,CLE A,MillerMatt,,
A,TB,Trever,Miller,P ,1,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.12 ,0,1,1, 0.500 ,0,1, 49.0 ,48,21,17,15,43,60,3,0, 1.000 ,60,0,13,49,4,9,0,1,,,,,,,,,,,2004,TB A,MillerTrever,,
N,HOU,Wade,Miller,P ,14, 0.519 , 0.259 , 0.259 , 0.259 ,27,2,7,0,0,0,3,0,6,0,0,, 3.37 ,15,7,7, 0.500 ,0,0, 88.2 ,76,35,33,44,74,15,11,0, 1.000 ,15,15,18,88,7,11,0,2,,,,,,,,,,,2004,HOU N,MillerWade,,
N,PHI,Kevin,Millwood,P ,24, 0.426 , 0.217 , 0.174 , 0.208 ,46,0,8,2,0,0,1,2,26,0,0,, 4.85 ,25,9,6, 0.600 ,0,0, 141.0 ,155,81,76,51,125,25,14,0, 1.000 ,25,25,29,141,10,19,0,0,,,,,,,,,,,2004,PHI N,MillwoodKevin,,
N,PHI,Eric,Milton,P ,33, 0.372 , 0.169 , 0.154 , 0.203 ,65,4,10,1,0,0,5,4,29,0,0,, 4.75 ,34,14,6, 0.700 ,0,0, 201.0 ,196,110,106,75,161,34,43,0, 1.000 ,34,34,27,201,4,23,0,0,,,,,,,,,,,2004,PHI N,MiltonEric,,
N,SF,Damon,Minor,1B,24, 0.647 , 0.276 , 0.241 , 0.371 ,58,8,14,2,0,0,6,12,18,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,17,15,140,128,131,9,0,12,,,,,,,,,,,2004,SF N,MinorDamon,,
A,BOS,Doug,Mirabelli,C ,59, 0.883 , 0.525 , 0.281 , 0.358 ,160,27,45,12,0,9,32,19,46,0,0,,,,,,  ,,,,,,,,,,,, 0.993 ,53,41,305,375,285,18,2,2,,,,,,,,,,,2004,BOS A,MirabelliDoug,,
N,CHI,Sergio,Mitre,P ,13, 0.258 , 0.133 , 0.067 , 0.125 ,15,0,1,1,0,0,0,1,8,0,0,, 6.68 ,9,2,4, 0.333 ,0,0, 51.2 ,71,38,38,20,37,12,6,0, 1.000 ,12,9,18,51,8,10,0,0,,,,,,,,,,,2004,CHI N,MitreSergio,,
N,CIN,Wily,Mo Peña,OF,110, 0.831 , 0.527 , 0.259 , 0.304 ,336,45,87,10,1,26,66,22,108,5,2,71.4%,,,,,  ,,,,,,,,,,,, 0.969 ,98,85,225,718,212,6,7,0,,,,,,,,,,,2004,CIN N,Mo PeñaWily,,
N,MIL,Chad,Moeller,C ,101, 0.560 , 0.303 , 0.208 , 0.257 ,317,25,66,13,1,5,27,21,74,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.999 ,100,92,765,827,718,46,1,4,,,,,,,,,,,2004,MIL N,MoellerChad,,
N,SF,Dustan,Mohr,OF,117, 0.819 , 0.437 , 0.274 , 0.382 ,263,52,72,20,1,7,28,46,64,0,3,0.0%,,,,,  ,,,,,,,,,,,, 0.981 ,104,63,162,628,153,6,3,2,,,,,,,,,,,2004,SF N,MohrDustan,,
A,ANA,Bengie,Molina,C ,97, 0.716 , 0.404 , 0.276 , 0.313 ,337,36,93,13,0,10,54,18,35,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.995 ,89,89,656,762,597,56,3,5,,,,,,,,,,,2004,ANA A,MolinaBengie,,
A,ANA,José,Molina,C ,73, 0.670 , 0.374 , 0.261 , 0.296 ,203,26,53,10,2,3,25,10,52,4,1,80.0%,,,,,  ,,,,,,,,,,,, 0.994 ,72,57,487,530,446,38,3,6,,,,,,,,,,,2004,ANA A,MolinaJosé,,
N,STL,Yadier,Molina,C ,51, 0.687 , 0.356 , 0.267 , 0.331 ,135,12,36,6,0,2,15,13,20,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.993 ,51,39,274,344,256,16,2,1,,,,,,,,,,,2004,STL N,MolinaYadier,,
A,ANA,Raúl,Mondesí,OF,34, 0.684 , 0.376 , 0.241 , 0.308 ,133,10,32,9,0,3,15,13,31,0,3,0.0%,,,,,  ,,,,,,,,,,,, 0.939 ,26,26,49,222,44,2,3,0,, 1.000 , 7.000 , 7.000 , 21.000 , 71.000 , 20.000 , 1.000 , -   , -   ,2004,ANA A,MondesíRaúl,,
A,DET,Craig,Monroe,OF,128, 0.824 , 0.488 , 0.293 , 0.336 ,447,65,131,27,3,18,72,29,79,3,4,42.9%,,,,,  ,,,,,,,,,,,, 0.960 ,143,115,277,1021,261,5,11,1,,,,,,,,,,,2004,DET A,MonroeCraig,,
A,BAL,Melvin,Mora,3B,140, 0.973 , 0.562 , 0.340 , 0.411 ,550,111,187,41,0,27,104,66,95,11,6,64.7%,,,,,  ,,,,,,,,,,,, 0.948 ,138,137,401,1211,122,258,21,21,,,,,,,,,,,2004,BAL A,MoraMelvin,,
N,FLA,Mike,Mordecai,3B,69, 0.575 , 0.298 , 0.226 , 0.278 ,84,7,19,3,0,1,5,6,18,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.945 ,27,6,55,103,26,26,3,7,,,,,,,,,,,2004,FLA N,MordecaiMike,,
N,NY,Orber,Moreno,P ,32, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 3.42 ,0,3,1, 0.750 ,0,1, 34.2 ,29,17,13,11,29,33,0,0, 1.000 ,33,0,7,34,3,4,0,0,,,,,,,,,,,2004,NY N,MorenoOrber,,
A,MIN,Justin,Morneau,1B,74, 0.873 , 0.536 , 0.271 , 0.338 ,280,39,76,17,0,19,58,28,54,0,0,,,,,,  ,,,,,,,,,,,, 0.995 ,61,61,567,538,523,41,3,54,,,,,,,,,,,2004,MIN A,MorneauJustin,,
N,STL,Matt,Morris,P ,31, 0.390 , 0.177 , 0.161 , 0.212 ,62,4,10,1,0,0,6,4,26,0,0,, 4.72 ,32,15,10, 0.600 ,3,0, 202.0 ,205,116,106,56,131,32,35,2, 0.979 ,32,32,47,202,17,29,1,2,,,,,,,,,,,2004,STL N,MorrisMatt,,
A,TB,Damian,Moss,P ,,,,,,,,,,,,,,,,,, 16.88 ,2,0,1, -   ,0,0, 8.0 ,13,15,15,5,6,5,2,0, -   ,5,2,1,8,0,0,1,0,,,,,,,,,,,2004,TB A,MossDamian,,
N,LA,Guillermo,Mota,P ,75, 0.417 , 0.250 , 0.167 , 0.167 ,12,1,2,1,0,0,1,0,7,0,0,, 3.09 ,0,9,8, 0.529 ,0,4, 96.2 ,75,33,33,37,85,78,8,0, 1.000 ,78,0,16,96,6,10,0,0,,,,,,,,,,,2004,LA N,MotaGuillermo,,
A,BAL,Chad,Mottola,OF,6, 0.679 , 0.429 , 0.143 , 0.250 ,14,2,2,1,0,1,3,2,3,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,5,3,7,37,7,0,0,0,,,,,,,,,,,2004,BAL A,MottolaChad,,
A,SEA,Jamie,Moyer,P ,2, 1.000 , 0.500 , 0.500 , 0.500 ,2,0,1,0,0,0,2,0,1,0,0,, 5.21 ,33,7,13, 0.350 ,1,0, 202.0 ,217,127,117,63,125,34,44,0, 1.000 ,34,33,38,202,14,24,0,3,,,,,,,,,,,2004,SEA A,MoyerJamie,,
A,BOS,Bill,Mueller,3B,110, 0.811 , 0.446 , 0.283 , 0.364 ,399,75,113,27,1,12,57,51,56,2,2,50.0%,,,,,  ,,,,,,,,,,,, 0.944 ,110,108,306,947,93,196,17,21,,,,,,,,,,,2004,BOS A,MuellerBill,,
A,OAK,Mark,Mulder,P ,2, 0.200 , -   , -   , 0.200 ,4,2,0,0,0,0,0,1,3,0,0,, 4.44 ,33,17,8, 0.680 ,5,0, 225.2 ,223,119,111,83,140,33,25,1, 0.950 ,33,33,60,225,6,51,3,3,,,,,,,,,,,2004,OAK A,MulderMark,,
A,MIN,Terry,Mulholland,P ,4, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,0,0,0,, 5.19 ,15,5,9, 0.357 ,0,0, 123.1 ,163,76,71,33,60,39,17,0, 0.864 ,39,15,22,123,6,13,3,1,,,,,,,,,,,2004,MIN A,MulhollandTerry,,
A,CHI,Arnie,Muñoz,P ,1, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 10.21 ,1,0,1, -   ,0,0, 14.1 ,20,16,16,12,11,11,4,0, 1.000 ,11,1,3,14,1,2,0,0,,,,,,,,,,,2004,CHI A,MuñozArnie,,
